web-scraper-order,date_price,date_debut,date_fin,prix_init,prix_actuel,typologie,n_offre,nom,localite,date_debut-jour,Nb semaine
1692657749-7888,01/05/2023,30/09/2023,01/10/2023,37,37,Chambre Double Économique,,"Hébergements à La Rive, Accueil ouvert tous les jours jusqu'à 20h00 dernier délai, depuis 30 ans ! Réserver ici svp ! Merci ! Aucun règlement à distance accepté, Paiement par CB, Espèces, Chèque ou Chèques-Vacances impérativement à la remise des clefs !",Amélie-les-Bains-Palalda,,39
1692657749-7889,01/05/2023,30/09/2023,01/10/2023,68,68,Chambre Double Standard,,B&B HOTEL Perpignan Sud Marché International,Perpignan,,39
1692657749-7890,01/05/2023,30/09/2023,01/10/2023,63,63,Chambre Double Économique avec Ventilateur,,Les Mimosas,"Argeles Plage, Argelès-sur-Mer",,39
1692657749-7891,01/05/2023,30/09/2023,01/10/2023,77,77,Chambre Double Basique,,Hôtel Le Tivoli,Vic-en-Bigorre,,39
1692657749-7892,01/05/2023,30/09/2023,01/10/2023,46,46,Chambre Triple,,ibis budget Tarbes,Tarbes,,39
1692657749-7893,01/05/2023,30/09/2023,01/10/2023,58,58,Chambre Lits Jumeaux,,Hôtel La Source,Lourdes,,39
1692657749-7894,01/05/2023,30/09/2023,01/10/2023,82,82,Chambre Double Standard,,Hôtel du Soleil Levant,Argelès-Gazost,,39
1692657749-7895,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Hôtel du Casino de Capvern,Capvern,,39
1692657749-7896,01/05/2023,30/09/2023,01/10/2023,92,92,Studio,,Hôtel-Résidence Le Lys,Cauterets,,39
1692657749-7897,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Nex Hôtel,Tarbes,,39
1692657749-7898,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Saint Sébastien,Lourdes,,39
1692657749-7899,01/05/2023,30/09/2023,01/10/2023,65,65,Chambre Double Standard,,Le Nex2,Tarbes,,39
1692657749-7900,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre avec 1 Lit Double ,,Kyriad Tarbes Odos,Odos,,39
1692657749-7901,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel les Deux Cols,Sainte-Marie-de-Campan,,39
1692657749-7902,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel du Béarn,Bagnères-de-Bigorre,,39
1692657749-7903,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double Standard,,ibis Tarbes Odos,Odos,,39
1692657749-7904,01/05/2023,30/09/2023,01/10/2023,103,103,Chambre Double Classique avec Lit Double,,Hôtel Le Rive Droite & SPA,Lourdes,,39
1692657749-7905,01/05/2023,30/09/2023,01/10/2023,107,107,Chambre Double - Vue sur Montagne,,Les Rochers,Saint-Savin,,39
1692657749-7906,01/05/2023,30/09/2023,01/10/2023,39,39,Chambre Double,,Hôtel du Château Fort,Lourdes,,39
1692657749-7907,01/05/2023,30/09/2023,01/10/2023,91,91,Chambre Double Standard,,Domaine de Ramonjuan,Lesponne,,39
1692657749-7908,01/05/2023,30/09/2023,01/10/2023,55,55,Chambre Lits Jumeaux,,Kyriad Tarbes Bastillac,Tarbes,,39
1692657749-7909,01/05/2023,30/09/2023,01/10/2023,48,48,Chambre Double,,Chalet Saint Louis,Lourdes,,39
1692657749-7910,01/05/2023,30/09/2023,01/10/2023,108,108,Chambre Lits Jumeaux Exécutive,,Le Rex Hôtel,Tarbes,,39
1692657749-7911,01/05/2023,30/09/2023,01/10/2023,63,63,Chambre Double Confort avec Douche,,Hôtel Saint Etienne,Lourdes,,39
1692657749-7912,01/05/2023,30/09/2023,01/10/2023,85,85,Chambre Double,,Hôtel Le Picors,Aucun,,39
1692657749-7913,01/05/2023,30/09/2023,01/10/2023,41,41,Chambre Double ou Lits Jumeaux Économique ,,Le Petit Majestic,Lourdes,,39
1692657749-7914,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Lutetia,Lourdes,,39
1692657749-7915,01/05/2023,30/09/2023,01/10/2023,64,64,Chambre Double,,"L' Auberge Campagnarde, Lourdes Spa Sauna Restaurant",Poueyferré,,39
1692657749-7916,01/05/2023,30/09/2023,01/10/2023,77,77,Chambre Double Basique,,Hôtel Le Tivoli,Vic-en-Bigorre,,39
1692657749-7917,01/05/2023,30/09/2023,01/10/2023,46,46,Chambre Triple,,ibis budget Tarbes,Tarbes,,39
1692657749-7918,01/05/2023,30/09/2023,01/10/2023,58,58,Chambre Lits Jumeaux,,Hôtel La Source,Lourdes,,39
1692657749-7919,01/05/2023,30/09/2023,01/10/2023,82,82,Chambre Double Standard,,Hôtel du Soleil Levant,Argelès-Gazost,,39
1692657749-7920,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Hôtel du Casino de Capvern,Capvern,,39
1692657749-7921,01/05/2023,30/09/2023,01/10/2023,92,92,Studio,,Hôtel-Résidence Le Lys,Cauterets,,39
1692657749-7922,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Nex Hôtel,Tarbes,,39
1692657749-7923,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Saint Sébastien,Lourdes,,39
1692657749-7924,01/05/2023,30/09/2023,01/10/2023,65,65,Chambre Double Standard,,Le Nex2,Tarbes,,39
1692657749-7925,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre avec 1 Lit Double ,,Kyriad Tarbes Odos,Odos,,39
1692657749-7926,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel les Deux Cols,Sainte-Marie-de-Campan,,39
1692657749-7927,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel du Béarn,Bagnères-de-Bigorre,,39
1692657749-7928,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double Standard,,ibis Tarbes Odos,Odos,,39
1692657749-7929,01/05/2023,30/09/2023,01/10/2023,103,103,Chambre Double Classique avec Lit Double,,Hôtel Le Rive Droite & SPA,Lourdes,,39
1692657749-7930,01/05/2023,30/09/2023,01/10/2023,107,107,Chambre Double - Vue sur Montagne,,Les Rochers,Saint-Savin,,39
1692657749-7931,01/05/2023,30/09/2023,01/10/2023,39,39,Chambre Double,,Hôtel du Château Fort,Lourdes,,39
1692657749-7932,01/05/2023,30/09/2023,01/10/2023,91,91,Chambre Double Standard,,Domaine de Ramonjuan,Lesponne,,39
1692657749-7933,01/05/2023,30/09/2023,01/10/2023,55,55,Chambre Lits Jumeaux,,Kyriad Tarbes Bastillac,Tarbes,,39
1692657749-7934,01/05/2023,30/09/2023,01/10/2023,48,48,Chambre Double,,Chalet Saint Louis,Lourdes,,39
1692657749-7935,01/05/2023,30/09/2023,01/10/2023,108,108,Chambre Lits Jumeaux Exécutive,,Le Rex Hôtel,Tarbes,,39
1692657749-7936,01/05/2023,30/09/2023,01/10/2023,63,63,Chambre Double Confort avec Douche,,Hôtel Saint Etienne,Lourdes,,39
1692657749-7937,01/05/2023,30/09/2023,01/10/2023,85,85,Chambre Double,,Hôtel Le Picors,Aucun,,39
1692657749-7938,01/05/2023,30/09/2023,01/10/2023,41,41,Chambre Double ou Lits Jumeaux Économique ,,Le Petit Majestic,Lourdes,,39
1692657749-7939,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Lutetia,Lourdes,,39
1692657749-7940,01/05/2023,30/09/2023,01/10/2023,64,64,Chambre Double,,"L' Auberge Campagnarde, Lourdes Spa Sauna Restaurant",Poueyferré,,39
1692657749-7941,01/05/2023,30/09/2023,01/10/2023,77,77,Chambre Double Basique,,Hôtel Le Tivoli,Vic-en-Bigorre,,39
1692657749-7942,01/05/2023,30/09/2023,01/10/2023,46,46,Chambre Triple,,ibis budget Tarbes,Tarbes,,39
1692657749-7943,01/05/2023,30/09/2023,01/10/2023,58,58,Chambre Lits Jumeaux,,Hôtel La Source,Lourdes,,39
1692657749-7944,01/05/2023,30/09/2023,01/10/2023,82,82,Chambre Double Standard,,Hôtel du Soleil Levant,Argelès-Gazost,,39
1692657749-7945,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Hôtel du Casino de Capvern,Capvern,,39
1692657749-7946,01/05/2023,30/09/2023,01/10/2023,92,92,Studio,,Hôtel-Résidence Le Lys,Cauterets,,39
1692657749-7947,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Nex Hôtel,Tarbes,,39
1692657749-7948,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Saint Sébastien,Lourdes,,39
1692657749-7949,01/05/2023,30/09/2023,01/10/2023,65,65,Chambre Double Standard,,Le Nex2,Tarbes,,39
1692657749-7950,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre avec 1 Lit Double ,,Kyriad Tarbes Odos,Odos,,39
1692657749-7951,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel les Deux Cols,Sainte-Marie-de-Campan,,39
1692657749-7952,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel du Béarn,Bagnères-de-Bigorre,,39
1692657749-7953,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double Standard,,ibis Tarbes Odos,Odos,,39
1692657749-7954,01/05/2023,30/09/2023,01/10/2023,103,103,Chambre Double Classique avec Lit Double,,Hôtel Le Rive Droite & SPA,Lourdes,,39
1692657749-7955,01/05/2023,30/09/2023,01/10/2023,107,107,Chambre Double - Vue sur Montagne,,Les Rochers,Saint-Savin,,39
1692657749-7956,01/05/2023,30/09/2023,01/10/2023,39,39,Chambre Double,,Hôtel du Château Fort,Lourdes,,39
1692657749-7957,01/05/2023,30/09/2023,01/10/2023,91,91,Chambre Double Standard,,Domaine de Ramonjuan,Lesponne,,39
1692657749-7958,01/05/2023,30/09/2023,01/10/2023,55,55,Chambre Lits Jumeaux,,Kyriad Tarbes Bastillac,Tarbes,,39
1692657749-7959,01/05/2023,30/09/2023,01/10/2023,48,48,Chambre Double,,Chalet Saint Louis,Lourdes,,39
1692657749-7960,01/05/2023,30/09/2023,01/10/2023,108,108,Chambre Lits Jumeaux Exécutive,,Le Rex Hôtel,Tarbes,,39
1692657749-7961,01/05/2023,30/09/2023,01/10/2023,63,63,Chambre Double Confort avec Douche,,Hôtel Saint Etienne,Lourdes,,39
1692657749-7962,01/05/2023,30/09/2023,01/10/2023,85,85,Chambre Double,,Hôtel Le Picors,Aucun,,39
1692657749-7963,01/05/2023,30/09/2023,01/10/2023,41,41,Chambre Double ou Lits Jumeaux Économique ,,Le Petit Majestic,Lourdes,,39
1692657749-7964,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Lutetia,Lourdes,,39
1692657749-7965,01/05/2023,30/09/2023,01/10/2023,64,64,Chambre Double,,"L' Auberge Campagnarde, Lourdes Spa Sauna Restaurant",Poueyferré,,39
1692657749-7966,01/05/2023,30/09/2023,01/10/2023,77,77,Chambre Double Basique,,Hôtel Le Tivoli,Vic-en-Bigorre,,39
1692657749-7967,01/05/2023,30/09/2023,01/10/2023,46,46,Chambre Triple,,ibis budget Tarbes,Tarbes,,39
1692657749-7968,01/05/2023,30/09/2023,01/10/2023,58,58,Chambre Lits Jumeaux,,Hôtel La Source,Lourdes,,39
1692657749-7969,01/05/2023,30/09/2023,01/10/2023,82,82,Chambre Double Standard,,Hôtel du Soleil Levant,Argelès-Gazost,,39
1692657749-7970,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Hôtel du Casino de Capvern,Capvern,,39
1692657749-7971,01/05/2023,30/09/2023,01/10/2023,92,92,Studio,,Hôtel-Résidence Le Lys,Cauterets,,39
1692657749-7972,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Nex Hôtel,Tarbes,,39
1692657749-7973,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Saint Sébastien,Lourdes,,39
1692657749-7974,01/05/2023,30/09/2023,01/10/2023,65,65,Chambre Double Standard,,Le Nex2,Tarbes,,39
1692657749-7975,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre avec 1 Lit Double ,,Kyriad Tarbes Odos,Odos,,39
1692657749-7976,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel les Deux Cols,Sainte-Marie-de-Campan,,39
1692657749-7977,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel du Béarn,Bagnères-de-Bigorre,,39
1692657749-7978,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double Standard,,ibis Tarbes Odos,Odos,,39
1692657749-7979,01/05/2023,30/09/2023,01/10/2023,103,103,Chambre Double Classique avec Lit Double,,Hôtel Le Rive Droite & SPA,Lourdes,,39
1692657749-7980,01/05/2023,30/09/2023,01/10/2023,107,107,Chambre Double - Vue sur Montagne,,Les Rochers,Saint-Savin,,39
1692657749-7981,01/05/2023,30/09/2023,01/10/2023,39,39,Chambre Double,,Hôtel du Château Fort,Lourdes,,39
1692657749-7982,01/05/2023,30/09/2023,01/10/2023,91,91,Chambre Double Standard,,Domaine de Ramonjuan,Lesponne,,39
1692657749-7983,01/05/2023,30/09/2023,01/10/2023,55,55,Chambre Lits Jumeaux,,Kyriad Tarbes Bastillac,Tarbes,,39
1692657749-7984,01/05/2023,30/09/2023,01/10/2023,48,48,Chambre Double,,Chalet Saint Louis,Lourdes,,39
1692657749-7985,01/05/2023,30/09/2023,01/10/2023,108,108,Chambre Lits Jumeaux Exécutive,,Le Rex Hôtel,Tarbes,,39
1692657749-7986,01/05/2023,30/09/2023,01/10/2023,63,63,Chambre Double Confort avec Douche,,Hôtel Saint Etienne,Lourdes,,39
1692657749-7987,01/05/2023,30/09/2023,01/10/2023,85,85,Chambre Double,,Hôtel Le Picors,Aucun,,39
1692657749-7988,01/05/2023,30/09/2023,01/10/2023,41,41,Chambre Double ou Lits Jumeaux Économique ,,Le Petit Majestic,Lourdes,,39
1692657749-7989,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Lutetia,Lourdes,,39
1692657749-7990,01/05/2023,30/09/2023,01/10/2023,64,64,Chambre Double,,"L' Auberge Campagnarde, Lourdes Spa Sauna Restaurant",Poueyferré,,39
1692657749-7991,01/05/2023,30/09/2023,01/10/2023,77,77,Chambre Double Basique,,Hôtel Le Tivoli,Vic-en-Bigorre,,39
1692657749-7992,01/05/2023,30/09/2023,01/10/2023,46,46,Chambre Triple,,ibis budget Tarbes,Tarbes,,39
1692657749-7993,01/05/2023,30/09/2023,01/10/2023,58,58,Chambre Lits Jumeaux,,Hôtel La Source,Lourdes,,39
1692657749-7994,01/05/2023,30/09/2023,01/10/2023,82,82,Chambre Double Standard,,Hôtel du Soleil Levant,Argelès-Gazost,,39
1692657749-7995,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Hôtel du Casino de Capvern,Capvern,,39
1692657749-7996,01/05/2023,30/09/2023,01/10/2023,92,92,Studio,,Hôtel-Résidence Le Lys,Cauterets,,39
1692657749-7997,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Nex Hôtel,Tarbes,,39
1692657749-7998,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Saint Sébastien,Lourdes,,39
1692657749-7999,01/05/2023,30/09/2023,01/10/2023,65,65,Chambre Double Standard,,Le Nex2,Tarbes,,39
1692657749-8000,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre avec 1 Lit Double ,,Kyriad Tarbes Odos,Odos,,39
1692657749-8001,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel les Deux Cols,Sainte-Marie-de-Campan,,39
1692657749-8002,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel du Béarn,Bagnères-de-Bigorre,,39
1692657749-8003,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double Standard,,ibis Tarbes Odos,Odos,,39
1692657749-8004,01/05/2023,30/09/2023,01/10/2023,103,103,Chambre Double Classique avec Lit Double,,Hôtel Le Rive Droite & SPA,Lourdes,,39
1692657749-8005,01/05/2023,30/09/2023,01/10/2023,107,107,Chambre Double - Vue sur Montagne,,Les Rochers,Saint-Savin,,39
1692657749-8006,01/05/2023,30/09/2023,01/10/2023,39,39,Chambre Double,,Hôtel du Château Fort,Lourdes,,39
1692657749-8007,01/05/2023,30/09/2023,01/10/2023,91,91,Chambre Double Standard,,Domaine de Ramonjuan,Lesponne,,39
1692657749-8008,01/05/2023,30/09/2023,01/10/2023,55,55,Chambre Lits Jumeaux,,Kyriad Tarbes Bastillac,Tarbes,,39
1692657749-8009,01/05/2023,30/09/2023,01/10/2023,48,48,Chambre Double,,Chalet Saint Louis,Lourdes,,39
1692657749-8010,01/05/2023,30/09/2023,01/10/2023,108,108,Chambre Lits Jumeaux Exécutive,,Le Rex Hôtel,Tarbes,,39
1692657749-8011,01/05/2023,30/09/2023,01/10/2023,63,63,Chambre Double Confort avec Douche,,Hôtel Saint Etienne,Lourdes,,39
1692657749-8012,01/05/2023,30/09/2023,01/10/2023,85,85,Chambre Double,,Hôtel Le Picors,Aucun,,39
1692657749-8013,01/05/2023,30/09/2023,01/10/2023,41,41,Chambre Double ou Lits Jumeaux Économique ,,Le Petit Majestic,Lourdes,,39
1692657749-8014,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Lutetia,Lourdes,,39
1692657749-8015,01/05/2023,30/09/2023,01/10/2023,64,64,Chambre Double,,"L' Auberge Campagnarde, Lourdes Spa Sauna Restaurant",Poueyferré,,39
1692657749-8016,01/05/2023,30/09/2023,01/10/2023,77,77,Chambre Double Basique,,Hôtel Le Tivoli,Vic-en-Bigorre,,39
1692657749-8017,01/05/2023,30/09/2023,01/10/2023,46,46,Chambre Triple,,ibis budget Tarbes,Tarbes,,39
1692657749-8018,01/05/2023,30/09/2023,01/10/2023,58,58,Chambre Lits Jumeaux,,Hôtel La Source,Lourdes,,39
1692657749-8019,01/05/2023,30/09/2023,01/10/2023,82,82,Chambre Double Standard,,Hôtel du Soleil Levant,Argelès-Gazost,,39
1692657749-8020,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Hôtel du Casino de Capvern,Capvern,,39
1692657749-8021,01/05/2023,30/09/2023,01/10/2023,92,92,Studio,,Hôtel-Résidence Le Lys,Cauterets,,39
1692657749-8022,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double,,Nex Hôtel,Tarbes,,39
1692657749-8023,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Saint Sébastien,Lourdes,,39
1692657749-8024,01/05/2023,30/09/2023,01/10/2023,65,65,Chambre Double Standard,,Le Nex2,Tarbes,,39
1692657749-8025,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre avec 1 Lit Double ,,Kyriad Tarbes Odos,Odos,,39
1692657749-8026,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel les Deux Cols,Sainte-Marie-de-Campan,,39
1692657749-8027,01/05/2023,30/09/2023,01/10/2023,67,67,Chambre Double,,Hôtel du Béarn,Bagnères-de-Bigorre,,39
1692657749-8028,01/05/2023,30/09/2023,01/10/2023,71,71,Chambre Double Standard,,ibis Tarbes Odos,Odos,,39
1692657749-8029,01/05/2023,30/09/2023,01/10/2023,103,103,Chambre Double Classique avec Lit Double,,Hôtel Le Rive Droite & SPA,Lourdes,,39
1692657749-8030,01/05/2023,30/09/2023,01/10/2023,107,107,Chambre Double - Vue sur Montagne,,Les Rochers,Saint-Savin,,39
1692657749-8031,01/05/2023,30/09/2023,01/10/2023,39,39,Chambre Double,,Hôtel du Château Fort,Lourdes,,39
1692657749-8032,01/05/2023,30/09/2023,01/10/2023,91,91,Chambre Double Standard,,Domaine de Ramonjuan,Lesponne,,39
1692657749-8033,01/05/2023,30/09/2023,01/10/2023,55,55,Chambre Lits Jumeaux,,Kyriad Tarbes Bastillac,Tarbes,,39
1692657749-8034,01/05/2023,30/09/2023,01/10/2023,48,48,Chambre Double,,Chalet Saint Louis,Lourdes,,39
1692657749-8035,01/05/2023,30/09/2023,01/10/2023,108,108,Chambre Lits Jumeaux Exécutive,,Le Rex Hôtel,Tarbes,,39
1692657749-8036,01/05/2023,30/09/2023,01/10/2023,63,63,Chambre Double Confort avec Douche,,Hôtel Saint Etienne,Lourdes,,39
1692657749-8037,01/05/2023,30/09/2023,01/10/2023,85,85,Chambre Double,,Hôtel Le Picors,Aucun,,39
1692657749-8038,01/05/2023,30/09/2023,01/10/2023,41,41,Chambre Double ou Lits Jumeaux Économique ,,Le Petit Majestic,Lourdes,,39
1692657749-8039,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Double,,Hôtel Lutetia,Lourdes,,39
1692657749-8040,01/05/2023,30/09/2023,01/10/2023,64,64,Chambre Double,,"L' Auberge Campagnarde, Lourdes Spa Sauna Restaurant",Poueyferré,,39
1692657749-8041,01/05/2023,30/09/2023,01/10/2023,53,53,Chambre Triple Standard avec 1 Lit Double et 1 Lit Simple,,ibis budget Ciboure St-Jean-Luz,Ciboure,,39
1692657749-8042,01/05/2023,30/09/2023,01/10/2023,58,58,Chambre Double,,B&B HOTEL Pau Lescar,Lescar,,39
1692657749-8043,01/05/2023,30/09/2023,01/10/2023,66,66,Chambre Double,,Hôtel Camou,Uhart-Cize,,39
1692657749-8044,01/05/2023,30/09/2023,01/10/2023,82,82,Chambre Lits Jumeaux,,B&B HOTEL Saint Jean de Luz,Saint-Jean-de-Luz,,39
1692657749-8045,01/05/2023,30/09/2023,01/10/2023,97,97,Chambre Double Supérieure,,Hôtel d'Ossau,Laruns,,39
1692657749-8046,01/05/2023,30/09/2023,01/10/2023,52,52,Chambre Triple,,ibis budget Pau Lescar,Lescar,,39
1692657749-8047,01/05/2023,30/09/2023,01/10/2023,94,94,Chambre Double,,Logis Hotel Ur-Hegian,Ainhoa,,39
1692657749-8048,01/05/2023,30/09/2023,01/10/2023,57,57,Chambre Triple,,ibis budget Bayonne,Bayonne,,39
1692657749-8049,01/05/2023,30/09/2023,01/10/2023,78,78,Chambre Double,,Hotel Alaïa,Ascain,,39
1692657749-8050,01/05/2023,30/09/2023,01/10/2023,60,60,Chambre Lits Jumeaux,,Kyriad Orthez,Orthez,,39
1692657749-8051,01/05/2023,30/09/2023,01/10/2023,126,126,Chambre Double,,Hotel Balea,Guéthary,,39
1692657749-8052,01/05/2023,30/09/2023,01/10/2023,90,90,Chambre Double Standard,,Hotel Cote Basque,Bayonne,,39
1692657749-8053,01/05/2023,30/09/2023,01/10/2023,88,88,Chambre Double,,Campanile Saint Jean de Luz,Saint-Jean-de-Luz,,39
1692657749-8054,01/05/2023,30/09/2023,01/10/2023,68,68,Chambre Double,,Kyriad Anglet - Biarritz,Anglet,,39
1692657749-8055,01/05/2023,30/09/2023,01/10/2023,107,107,Chambre Double ou Lits Jumeaux - Vue sur Ville,,Logis Hôtel Etchemaïté,Larrau,,39
1692657749-8056,01/05/2023,30/09/2023,01/10/2023,94,94,Chambre Double Standard,,Domaine Agerria,Mauléon-Licharre,,39
1692657749-8057,01/05/2023,30/09/2023,01/10/2023,77,77,Chambre Double Économique - Côté Rue,,Hôtel du Pont,Ascain,,39
1692657749-8058,01/05/2023,30/09/2023,01/10/2023,81,81,Chambre Double,,Hotel Bellevue,Hendaye,,39
1692657749-8059,01/05/2023,30/09/2023,01/10/2023,81,81,Chambre Double Confort,,Hôtel du Parc,Salies-de-Béarn,,39
1692657749-8060,01/05/2023,30/09/2023,01/10/2023,68,68,Chambre Double,,Le Central Hôtel-Bar,Oloron-Sainte-Marie,,39
1692657749-8061,01/05/2023,30/09/2023,01/10/2023,259,259,Chambre Double avec Balcon et Accès au Spa,,Hotel & Spa 4* Serge Blanco,Hendaye,,39
1692657749-8062,01/05/2023,30/09/2023,01/10/2023,102,102,Chambre Double avec Baignoire,,Hotel Restaurant Santiago,Hendaye,,39
1692657749-8063,01/05/2023,30/09/2023,01/10/2023,104,104,Chambre Familiale,,Greet Hôtel Orthez Bearn,Orthez,,39
1692657749-8064,01/05/2023,30/09/2023,01/10/2023,106,106,Chambre Double,,Hôtel Chilhar,Espelette,,39
1692657749-8065,01/05/2023,30/09/2023,01/10/2023,66,66,Petite Chambre Double ou Lits Jumeaux,,Gite Compostella,Saint-Jean-Pied-de-Port,,39
1692657749-8066,01/05/2023,30/09/2023,01/10/2023,53,53,Chambre Triple Standard avec 1 Lit Double et 1 Lit Simple,,ibis budget Ciboure St-Jean-Luz,Ciboure,,39
1692657749-8067,01/05/2023,30/09/2023,01/10/2023,58,58,Chambre Double,,B&B HOTEL Pau Lescar,Lescar,,39
1692657749-8068,01/05/2023,30/09/2023,01/10/2023,66,66,Chambre Double,,Hôtel Camou,Uhart-Cize,,39
